9.257404418587490413e-01,4.890354903460891745e-01,1.792165843589486052e-01,1.582073156765860245e-01,-2.002418720058928292e-01,8.798067682675682344e-02,-1.727635204766732602e-01,6.685785140921440828e-03,1.994348845829769512e-01,1.067494505158533141e-01,1.462840785028426405e-01,5.583677085774592097e-01,-1.009920898060819860e-01,-2.808589568880650034e-01,-2.851871761572924435e-01,-2.404572121403833196e-01,-1.755754814619616133e-01,6.907307399374660629e-03,1.962178107524938930e-01,8.786812605932012646e-03,3.100040478362927066e-01,1.298209347149652526e-01,-1.041938583818192293e-01,-5.299343993787512114e-02,2.216426364818288499e-03,1.292821786943837148e-01,3.927795547702430667e-01,-1.508304193218383271e-01,-2.449619059920252750e-01,-3.012000239216154340e-01,-3.210980083538129692e-01,-3.299741327559067017e-01
3.236612083823031227e+00,1.104138771863414092e+01,1.475432644245553782e+01,1.444630248195515776e+00,2.079333437022233833e-01,5.341190676343626070e-03,2.922136530825057421e-01,9.114565355305266348e-01,2.008250253018528220e+00,1.759526771653673993e+00,7.439092324796441058e-02,5.493647458313556664e-02,7.031699040515395627e-01,1.050919548857959795e-01,-2.090922653933412478e-01,-2.709974021347587025e-01,-2.595552079569157233e-01,-1.926529162050587274e-01,-4.834804079742968663e-02,2.963128381681445767e-01,2.411289263295123553e-01,-1.497461234581920209e-01,-2.702107702455586180e-01,-3.184622054361607724e-01,-2.803767892588002186e-01,-2.429581022425812420e-01,-2.537587437087482911e-01,-3.073654340189040379e-01,-3.224402899615165241e-01,-3.192263264224168284e-01,-3.301684757104291768e-01,-3.338198201051559288e-01
2.939818714526460930e+00,6.047808421564098147e+00,4.200845452692886006e+00,5.084043211840088006e+00,1.057172962071700528e+00,3.242085795474437121e-02,3.125849754422171389e-01,1.226916532660980025e-01,3.470171834431537761e+00,2.510734220012036388e+00,3.655387593649388478e-01,1.818104436083327391e+00,3.312324645495416942e-01,-1.754125458286948658e-01,-2.418227968305347586e-01,-3.077644112108242624e-01,-2.824409039239918484e-01,-2.602476513364045396e-01,-1.819737429399757855e-01,-1.762733798266340468e-01,-1.502629530695291094e-01,-1.456274754226190571e-01,-2.920398800744377077e-01,-3.106357277584077536e-01,-2.983703709559480388e-01,-2.707785624604080454e-01,-1.022023972638996664e-01,-2.979870925132667159e-01,-3.255917937378310922e-01,-3.259269633530803567e-01,-3.320585882495493135e-01,-3.339345870723399168e-01
2.853238018225769057e+00,4.065024442206185640e+00,2.922441232122411581e+00,6.086480597705264728e+00,2.250996652989766922e+00,3.596097196391374040e-01,5.683921359388336425e-01,1.086465188744092814e+00,3.211346339037195463e+00,7.276699978078446929e-01,1.098698275066298136e+00,1.338051400365865451e+00,4.090913366813188623e-01,4.530632565285280799e-02,-3.089582532638432966e-01,-3.152070222639860031e-01,-3.283033350517410298e-01,-2.242972881188549372e-01,-1.911365370053930979e-01,-2.629024817274752124e-01,-1.012106864403957002e-01,-1.985604195586333498e-01,-2.915412333881393647e-01,-3.213886163450218603e-01,-2.714574913306705417e-01,-2.602886068987140811e-01,-2.578491683793394107e-01,-3.142648780097762606e-01,-3.284194070476630922e-01,-3.285986481665462144e-01,-3.284554125889423970e-01,-3.339115972426346390e-01
2.620117711983593445e+00,3.768348390964176176e+00,2.536658886658425427e+00,4.044642712143420304e+00,3.906474338182670092e+00,4.458206948139436521e-01,7.664249124872237751e-01,7.584237558650418487e-01,1.378754276153617120e+00,8.540715075792048028e-01,3.772384879365002774e-01,1.048721103568449609e+00,8.947711029140321959e-02,2.000106007687819584e-02,-2.735859980380162537e-01,-3.306711419615808167e-01,-2.805174970770204501e-01,-2.847931741387364490e-01,-2.477265687173654529e-01,-2.413290503572505241e-01,-1.629333442725564574e-01,-1.995906039550823241e-01,-3.230796382742291417e-01,-3.245181037054984952e-01,-3.232491999939552385e-01,-3.182690368604660924e-01,-2.894255659414731174e-01,-3.085308519982967179e-01,-3.139494971326067252e-01,-3.192543362539180252e-01,-3.286871495680920297e-01,-3.335460508536917668e-01
2.575858192979563199e+00,3.509917392766066069e+00,1.674579474054962436e+00,2.766510963413908897e+00,4.266083697979346390e+00,3.630649748636472496e-01,9.383450967737614334e-01,8.784400082520866793e-01,8.548073848090520510e-01,5.964944970498329280e-01,1.310601019340954521e-01,1.548916273252432863e+00,2.528456382605596131e-01,-1.198051127960598899e-01,-2.771067432279807896e-01,-3.214092792532688425e-01,-2.865035632674571286e-01,-2.811757540934621269e-01,-2.514790945097463704e-01,-2.443244231128006705e-01,-2.592019869514527453e-01,-2.253896745631615572e-01,-3.110696271812946057e-01,-3.239315588748759578e-01,-3.039671456647711212e-01,-3.008788156662721147e-01,-2.989190323529037352e-01,-3.130271436449852951e-01,-2.775481040285716627e-01,-3.187313048145454242e-01,-3.317158067653284137e-01,-3.336716023039357215e-01
2.551118116890587206e+00,3.220831190030759128e+00,1.638816422978559340e+00,2.488630731465001578e+00,3.948604465148498832e+00,4.544349240228589548e-01,1.051973550606244867e+00,7.931233674125456323e-01,5.891296322758527992e-01,3.494179116455080059e-01,5.576534694812489840e-03,5.529014181454660060e-01,-4.204982075222374674e-03,-2.253412801352463746e-01,-2.388810794811950244e-01,-3.126063754075833478e-01,-2.402333517437618970e-01,-2.894063327154989262e-01,-2.658052755053925686e-01,-2.635984158822837209e-01,-2.215974016505066480e-01,-2.247974212020330542e-01,-3.182851437458032451e-01,-3.244823470622331674e-01,-3.074184513862469603e-01,-3.022117669363159065e-01,-3.049382518634330408e-01,-3.171168704910221070e-01,-3.055028141930380414e-01,-3.095772555359771472e-01,-3.263318152530371163e-01,-3.333960945171958734e-01
2.586701971269864231e+00,3.232472490883597338e+00,1.452805336934010816e+00,2.674388532494932136e+00,2.953024286578673330e+00,7.697833452597604431e-01,1.857087845167952889e+00,-2.492131183663752036e-03,-4.179452757435168225e-02,-1.407851823129592783e-01,-1.545574466334775077e-01,-7.948845198099495357e-02,-2.525212558536455432e-01,-1.585972517254456426e-01,-2.427860973509604059e-01,-3.018769103340522286e-01,-3.083773586156549618e-01,-3.085199894505222806e-01,-2.959636447207636412e-01,-2.952273364355660346e-01,-2.041821738796550656e-01,-2.630486562281167395e-01,-2.632987076043777908e-01,-3.269605016549869125e-01,-3.075378955860814112e-01,-3.068636005864371352e-01,-2.879353855419593544e-01,-3.248114451230487698e-01,-3.175844477064026505e-01,-3.023691096879593809e-01,-3.314802859813309466e-01,-3.332449529879550343e-01
2.730197050777218415e+00,3.274126753202264872e+00,1.517321091778788711e+00,2.958507701304700976e+00,1.671861962683055758e+00,1.270815918162242264e+00,5.427060862078311176e-01,-5.406533463129329503e-02,-5.982778368859107548e-02,-1.920658944901455778e-01,-2.816914471521578811e-01,-2.420794965937822507e-01,-1.620066221497132308e-01,-2.668070157633674611e-01,-1.971039101633124124e-01,-2.327741931054521651e-01,-3.080372576460067013e-01,-3.262586582785719780e-01,-3.177281941896164530e-01,-2.858631894694567688e-01,-2.731522284419738433e-01,-1.938406311754933276e-01,-2.919877723337261921e-01,-3.275518458249707665e-01,-3.148848932440631576e-01,-3.144971257751297822e-01,-3.183912802408379594e-01,-3.285403935592696723e-01,-3.255236877540654272e-01,-3.254557026392572161e-01,-3.302613316536293642e-01,-3.335311059403185951e-01
2.627002454933859532e+00,3.228959453143410929e+00,1.511427868740914837e+00,2.533231409572948678e+00,4.067359153568025354e-01,3.888296097574168216e-03,-1.003586915779512839e-01,-1.748853404152024005e-01,-2.521951433805639797e-01,-2.009227050136215553e-01,-3.053932001334281887e-01,-2.847480435742020255e-01,-2.270347452388855047e-01,-3.040513065205292520e-01,-2.709170565352952975e-01,-2.577032123185766799e-01,-3.022746227787591611e-01,-3.243662158094707260e-01,-3.081428460900516031e-01,-3.130520479669137157e-01,-2.492800636280631810e-01,-1.830815695499231066e-01,-2.719918588832841988e-01,-3.260685520155253148e-01,-3.191377278729772837e-01,-3.083843765414533977e-01,-2.934674797696583126e-01,-3.269001602215441671e-01,-3.306338167798071881e-01,-3.325197353596957561e-01,-3.318481548872508902e-01,-3.338426402809999138e-01
2.473583490475696589e+00,3.471890522721110983e+00,1.683327944566797463e+00,2.074833082851501143e+00,4.624709499055176254e-01,-1.354392905953135662e-01,-1.423567308984456659e-01,-2.011130752760772189e-01,-2.803435357386392934e-01,-2.636794507631696205e-01,-3.103557491073148378e-01,-2.887082420514164305e-01,-2.752977142032152491e-01,-3.042208469280421324e-01,-2.865313612602901072e-01,-2.791288121887656737e-01,-3.258056823725685724e-01,-3.234456060789128173e-01,-3.261663107398255490e-01,-2.999108941938175565e-01,-2.701723697515365785e-01,-2.008379940993907931e-01,-2.880345631613207003e-01,-3.262741524991102926e-01,-3.264725655820402972e-01,-3.167543771459280788e-01,-3.166381662379940676e-01,-3.289130296199538339e-01,-3.309921000497530463e-01,-3.316166616236411735e-01,-3.311885050984941792e-01,-3.337936570486526588e-01
2.561591960744864060e+00,3.386687331894277619e+00,1.608809868438265900e+00,2.171822623766034077e+00,-9.269782856207192667e-02,-1.685248387592986341e-01,-2.497192080903528899e-01,-2.398556749399516352e-01,-2.699784478080648475e-01,-2.090514320684544736e-01,-3.104907695762763042e-01,-2.920543086607248484e-01,-3.174467677281894162e-01,-3.068465156673996774e-01,-3.204033474367959933e-01,-2.667319922003411614e-01,-3.278339367362601009e-01,-3.281311927106159154e-01,-3.285697582713433818e-01,-3.071668909677401915e-01,-3.132000886426226649e-01,-2.746651189282040550e-01,-3.169880357348285327e-01,-3.184373139196494673e-01,-3.245093592884847888e-01,-3.134238314376240897e-01,-3.283654749169823139e-01,-3.266064196083242610e-01,-3.320155945112088780e-01,-3.323807137396612710e-01,-3.330764056451732125e-01,-3.340610242416347520e-01
2.039699679083316397e+00,2.937413033016274433e+00,1.420663108373805938e+00,1.191033150637505367e+00,-1.118108519369647030e-01,-1.996122577471940995e-01,-2.665486730125785075e-01,-3.104088361107058547e-01,-3.172642326199576757e-01,-2.494830414025682175e-01,-3.091347958580629163e-01,-2.991807412781871678e-01,-3.184833731869310403e-01,-3.145134797204361954e-01,-3.122587680376679997e-01,-3.267931583790050776e-01,-3.265619887153622392e-01,-3.208063151875099051e-01,-3.304352093501563004e-01,-3.300064432965355010e-01,-2.940365014000699273e-01,-2.997224223434908907e-01,-3.237766234049233027e-01,-3.283564609648367827e-01,-3.309677083452099988e-01,-3.256722267854244568e-01,-3.271800314258582754e-01,-3.292664441775436379e-01,-3.315795076313328704e-01,-3.314932409051223883e-01,-3.329851626780344076e-01,-3.337205332044803074e-01
2.023735599836225418e+00,2.628207624453277269e+00,1.104666701172842158e+00,3.872573439656141758e-01,-2.130543001518406254e-01,-2.342274667316345538e-01,-2.952823840339255934e-01,-3.154609760660603279e-01,-2.998397460035410744e-01,-2.675379672302253820e-01,-3.093804540506686074e-01,-3.210901825891380179e-01,-3.220183169394551514e-01,-3.186077390744151416e-01,-3.243003179740996389e-01,-3.296463966213355468e-01,-3.276819247004237878e-01,-3.277969017065239243e-01,-3.310143692144492666e-01,-3.241168465886674066e-01,-3.188601909109449184e-01,-3.228995656751997290e-01,-3.274544281946951130e-01,-3.269848904410532775e-01,-3.237711112465944119e-01,-3.251192637004627350e-01,-3.280181527910084882e-01,-3.182704644846423570e-01,-3.308485201622130001e-01,-3.292388861094222019e-01,-3.327403956818287267e-01,-3.337393608592152949e-01
