3.808600210585302848e-01,5.051532517301473429e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.068404306071984222e-01,2.642602165397116565e-01,1.830202064755771102e-02,0.000000000000000000e+00,2.140945853239622776e-01,5.251331162758915427e-02,0.000000000000000000e+00,6.257888976142347848e-02,1.185751275748773703e-01,2.165347805053739194e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.008181663509836845e-01,2.515204935749640880e-01,0.000000000000000000e+00,1.748713448543145754e-01,7.905768251248805611e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.429773775398466895e-02,3.018732825778326911e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.474431552166638348e-02,5.413278678929230869e-01,3.701158969466819548e-01,0.000000000000000000e+00,3.221808374317100543e-01,6.696756226883560092e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.459792628394771752e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.657182564120458057e-02,6.846964896190940175e-01,1.071264194745409348e-01,0.000000000000000000e+00,3.146364891823925924e-02,2.663994915378598699e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.580645030365753878e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.344069534172793901e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.324715817862396561e-01,1.666518349846002611e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.931105435661424313e-02
0.000000000000000000e+00,1.455999277462010841e-02,1.669910434015140221e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.007767115691332149e-01,7.865626582607906925e-02,0.000000000000000000e+00,1.097706884568997177e-01,4.100010490628092780e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.579566679285118042e-02
0.000000000000000000e+00,0.000000000000000000e+00,7.923860407998188637e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.961407710848319219e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.629575628799065951e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.361502055709507081e-03,1.083927454792521505e-01
0.000000000000000000e+00,4.647081310887762884e-01,1.709022649919113568e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.775920241156484836e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.496274096545087071e-02,1.081552406066971228e-01
8.079731775281250028e-02,3.789870616879632004e-01,3.503543462974968714e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.607233237213957472e-02,1.931936802136741474e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.737211633992245208e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
