-4.665850475430488586e-02,1.950190961360931396e-01,-4.371500760316848755e-02,-7.424370199441909790e-02,3.132127225399017334e-02,-7.269342243671417236e-02,3.273194888606667519e-03,-1.275210231542587280e-01
-1.595740318298339844e-01,5.590512230992317200e-02,-1.590375229716300964e-02,2.482680603861808777e-02,-2.027140557765960693e-01,1.180205121636390686e-01,4.006958752870559692e-02,-1.599605381488800049e-01
-9.062239527702331543e-02,1.018628627061843872e-01,-1.083656921982765198e-01,2.793601751327514648e-01,-2.376825511455535889e-01,-2.076103836297988892e-01,-1.347743123769760132e-01,2.607635557651519775e-01
1.252515912055969238e-01,1.120940688997507095e-02,-4.241641238331794739e-02,-7.959465682506561279e-02,-2.793676257133483887e-01,-1.175386831164360046e-01,1.056110560894012451e-01,2.212481945753097534e-01
1.188140064477920532e-01,-2.320149242877960205e-01,1.490265130996704102e-01,-1.171748936176300049e-01,4.670296236872673035e-02,1.110066622495651245e-01,1.296674609184265137e-01,9.798698872327804565e-02
-2.248389422893524170e-01,5.460173264145851135e-02,-1.029289066791534424e-01,5.332374200224876404e-02,2.544800937175750732e-01,2.008090168237686157e-01,-2.692344188690185547e-01,1.669053286314010620e-01
-8.691540360450744629e-02,2.214920073747634888e-01,-1.539692282676696777e-01,-3.176374360918998718e-02,-1.134422570466995239e-01,1.101522613316774368e-02,-1.589745283126831055e-01,-5.913013219833374023e-02
-5.734677612781524658e-02,-1.738379150629043579e-01,-2.324876189231872559e-01,-3.461350798606872559e-01,-2.532540559768676758e-01,1.607483029365539551e-01,-5.932531878352165222e-02,-2.711807191371917725e-01
2.822866104543209076e-02,-2.663098275661468506e-01,1.696855574846267700e-01,2.347258105874061584e-02,-2.187272906303405762e-01,4.398652538657188416e-02,1.603148728609085083e-01,2.193425148725509644e-01
2.554574422538280487e-02,1.531248539686203003e-01,-9.632912278175354004e-02,1.757288128137588501e-01,-1.875450611114501953e-01,1.358782202005386353e-01,1.071308851242065430e-01,-1.838170737028121948e-02
6.964841485023498535e-02,-2.949146926403045654e-02,1.972099691629409790e-01,1.335754990577697754e-01,-2.590533792972564697e-01,6.312622874975204468e-02,-8.883672952651977539e-02,2.723407447338104248e-01
3.559031710028648376e-02,-4.635465517640113831e-02,5.213321000337600708e-02,-4.520744830369949341e-02,-1.485952734947204590e-01,-1.380751281976699829e-01,1.344325989484786987e-01,-1.770888417959213257e-01
1.151403710246086121e-01,1.008680462837219238e-01,-1.829724460840225220e-01,-1.421106755733489990e-01,4.452577605843544006e-02,1.393025070428848267e-01,1.870872080326080322e-01,-1.639365255832672119e-01
9.358631819486618042e-02,-6.789264827966690063e-02,-3.320314735174179077e-02,1.648176908493041992e-01,-1.201259791851043701e-01,-4.295715596526861191e-03,5.094343423843383789e-02,-4.102865979075431824e-02
